2,2,1,512,1.492,0.18
8,2,4,512,0.503,0.52
32,2,16,512,0.217,1.21
4,2,16,512,0.902,0.29
16,2,16,512,0.377,0.70
64,4,16,512,0.550,0.48
6,6,1,512,0.606,0.43
24,4,4,512,0.193,1.36
96,6,16,512,0.295,0.89
8,4,16,512,0.511,0.51
32,4,16,512,0.314,0.84
128,8,16,512,0.681,0.39
2,2,1,1024,5.507,0.19
8,6,16,1024,1.578,0.67
32,6,16,1024,0.811,1.29
4,6,16,1024,2.859,0.37
16,8,1,1024,0.917,1.14
64,8,4,1024,0.398,2.64
6,6,1,1024,2.053,0.51
24,8,16,1024,0.684,1.53
96,8,16,1024,0.293,3.58
8,8,16,1024,1.635,0.64
32,8,16,1024,0.588,1.79
128,8,16,1024,0.997,1.05
2,2,1,4096,84.774,0.20
8,2,4,4096,22.303,0.75
32,2,1,4096,7.308,2.30
4,2,1,4096,42.688,0.39
16,4,4,4096,11.345,1.48
64,4,16,4096,3.984,4.21
6,6,1,4096,28.654,0.59
24,6,4,4096,7.647,2.19
96,4,16,4096,2.748,6.11
8,8,1,4096,21.576,0.78
32,6,16,4096,6.268,2.68
128,8,16,4096,2.501,6.71
2,2,1,10000,504.297,0.20
8,2,4,10000,131.587,0.76
32,2,16,10000,40.537,2.47
4,4,1,10000,252.879,0.40
16,4,4,10000,68.704,1.46
64,4,16,10000,20.696,4.83
6,6,1,10000,169.615,0.59
24,2,1,10000,44.302,2.26
96,2,1,10000,13.595,7.36
8,2,1,10000,126.262,0.79
32,2,1,10000,33.895,2.95
128,2,1,10000,11.124,8.99
2,2,1,512,1.492,0.18
8,2,1,512,0.510,0.52
32,2,1,512,0.229,1.15
4,2,1,512,0.856,0.31
16,2,1,512,0.292,0.90
64,2,1,512,0.192,1.37
6,2,1,512,0.618,0.43
24,2,1,512,0.180,1.46
96,2,1,512,0.221,1.19
8,2,1,512,0.504,0.52
32,2,1,512,0.370,0.71
128,2,1,512,0.218,1.20
2,2,1,1024,5.450,0.19
8,2,1,1024,1.561,0.67
32,2,1,1024,0.584,1.80
4,2,1,1024,2.870,0.37
16,4,4,1024,0.971,1.08
64,2,4,1024,0.748,1.40
6,2,4,1024,1.958,0.54
24,2,4,1024,0.667,1.57
96,2,4,1024,0.279,3.76
8,2,4,1024,1.601,0.66
32,2,4,1024,0.657,1.60
128,8,16,1024,0.810,1.30
2,2,1,4096,84.632,0.20
8,2,4,4096,23.399,0.72
32,4,16,4096,6.819,2.46
4,4,1,4096,42.655,0.39
16,6,16,4096,11.512,1.46
64,6,16,4096,3.998,4.20
6,6,1,4096,28.603,0.59
24,6,4,4096,7.635,2.20
96,8,16,4096,2.956,5.68
8,8,1,4096,21.578,0.78
32,2,16,4096,6.045,2.78
128,8,16,4096,2.638,6.36
2,2,1,10000,503.987,0.20
8,2,1,10000,131.650,0.76
32,2,1,10000,39.712,2.52
4,4,1,10000,252.655,0.40
16,4,4,10000,66.507,1.50
64,4,16,10000,20.390,4.90
6,6,1,10000,169.961,0.59
24,6,4,10000,45.318,2.21
96,6,16,10000,13.656,7.32
8,8,1,10000,127.083,0.79
32,8,4,10000,34.603,2.89
128,8,16,10000,11.589,8.63
2,2,1,512,1.522,0.17
8,2,4,512,0.550,0.48
32,2,16,512,0.440,0.60
4,4,1,512,0.890,0.30
16,4,4,512,0.368,0.71
64,4,16,512,0.583,0.45
6,6,1,512,0.620,0.42
24,6,4,512,0.243,1.08
96,6,16,512,0.182,1.45
8,8,1,512,0.526,0.50
32,8,4,512,0.344,0.76
128,8,16,512,0.748,0.35
2,2,1,1024,5.482,0.19
8,2,4,1024,1.678,0.63
32,2,16,1024,0.805,1.30
4,4,1,1024,2.882,0.36
16,4,4,1024,1.037,1.01
64,4,16,1024,0.388,2.70
6,6,1,1024,2.002,0.52
24,6,4,1024,0.700,1.50
96,6,16,1024,0.272,3.86
8,8,1,1024,1.666,0.63
32,8,4,1024,0.681,1.54
128,8,16,1024,0.895,1.17
2,2,1,4096,85.174,0.20
8,2,4,4096,22.467,0.75
32,2,16,4096,7.010,2.39
4,4,1,4096,42.657,0.39
16,4,4,4096,11.289,1.49
64,4,16,4096,3.583,4.68
6,6,1,4096,28.620,0.59
24,6,4,4096,7.682,2.18
96,6,16,4096,2.842,5.90
8,8,1,4096,21.596,0.78
32,8,4,4096,6.181,2.72
128,8,16,4096,2.813,5.97
2,2,1,10000,505.927,0.20
8,2,4,10000,133.576,0.75
32,2,16,10000,39.988,2.50
4,4,1,10000,253.000,0.40
16,4,4,10000,67.522,1.48
64,4,16,10000,20.312,4.92
6,6,1,10000,169.786,0.59
24,6,4,10000,44.234,2.26
96,6,16,10000,14.269,7.01
8,8,1,10000,127.768,0.78
32,8,4,10000,34.126,2.93
128,8,16,10000,11.020,9.08
